"","S1.CEL.gz","S2.CEL.gz","S3.CEL.gz","S4.CEL.gz","S5.CEL.gz","S6.CEL.gz","S7.CEL.gz"
"IFNGR2",10.3498856760524,10.6624642312407,10.0259185073978,10.2319406574917,10.0768971989519,10.2870495805496,10.0507421936104
"KDM3B",9.35492651859598,9.2250393591978,9.62488043008153,9.77317521626285,9.04554097529003,9.40299353424667,9.08971123272
"GFUS",9.89718407269845,9.89718407269845,8.84356215859088,10.6733275261196,8.87955933511148,9.90909454966408,10.3371610467353
"TNC",10.5660880873724,9.76823377924949,11.3385723903278,9.17070234746815,12.284015967438,9.39545146989791,10.9446447841173
"SCARB2",9.83726374900678,9.73100678702426,10.2686543298173,9.56176576761911,9.25938658585712,9.58327655284537,8.16512376938501
"UBE2L6",10.5930621091761,10.0079589188516,9.92501164839599,9.41911581206244,10.9057987374575,10.2587103023121,9.75635807188926
"KRT19",12.3627063837165,12.5461344499757,11.7370440488631,12.2241910177228,7.95998355310713,12.6671373485384,13.0587043141153
"COPS5",8.92648178764251,9.79701350713029,9.36368575882956,9.65103612244435,9.32910713207654,9.24639440488279,9.51225007676042
"CNIH1",10.7225454796776,11.0207031317828,10.5943344921961,10.5814842164904,10.6105762723008,10.7360321212817,10.9594782547069
"HSPG2",6.33474961577027,6.34730945886506,6.70822521130763,5.89979457669664,6.62044387776233,6.10223244980758,6.50638997549014
"ITGA6",10.1575940372184,10.3204684420289,9.7176838841041,9.48341758109764,8.14860709370453,9.93272027706313,9.68822194465002
"ARL1",8.05678421519704,8.05678421519704,8.56861179793279,7.91881151240081,7.65976374025059,8.12180180634668,8.05678421519704
"ACSL3",9.02943693839138,8.59194205097588,9.25579345062468,8.60729821802063,8.31713075681327,8.90948900011815,9.12995240282395
"SMC4",7.81649080167142,8.4107430388413,7.76659491985208,8.65102055354176,6.94410464889273,7.77506673805033,7.63222973968475
"RPS17",13.5420807714088,12.9742227944454,13.4001797754416,13.624834978025,13.5030412858004,13.2852629703105,13.6815198452007
"TIMP1",12.770925497833,12.1483830294142,12.2669592728959,12.4992076093636,13.4391990057846,12.1790142644613,13.0108996093325
"GJA1",9.99171199277485,9.69793627224618,9.53303467313844,9.19779774762595,10.1654635917672,9.56798069135733,10.5316606696606
"MARCKS",8.77012285091642,8.82407703368806,8.80594616512075,9.03439302856324,8.33394096441733,9.11649149911261,7.75443783339148
"USP14",9.6098906218501,9.0782414438375,9.46064574178336,9.09650405805754,9.60131907839083,9.20824298612026,9.01773285993044
"GYS1",7.56814915181254,7.60821177602001,7.06599577553005,7.84719725170222,7.84541711186434,7.83081141612883,7.689438217125
"AKAP1",9.95558686698126,10.6400223905206,10.1550051417047,9.7760504443722,9.70811308138817,10.0158011663058,9.7869011111738
"PSMA1",11.0060683680755,11.4191279636296,10.9212155268454,11.2090772419415,10.9772737145604,11.0459701541661,11.034989455905
"HMCES",7.60339721143943,7.72315344818621,7.60025604661589,7.79157155505134,7.57750813542298,7.79517282123503,7.21682745328752
"SRRT",6.21424178968981,6.77066483371322,6.14378149303485,6.8424251371419,6.24776280410663,6.24776280410663,6.09757895904333
"DLG5",8.76449931915413,8.43371520144806,9.43451025903447,9.22053009247142,9.23199075008057,8.65232813852631,8.89132338455452
"TOX4",8.0999012476242,8.0991567716297,7.69595478824359,8.14606985373289,7.97031878528048,7.81766907405637,6.69716476812544
"API5",7.35621836103295,7.90253814656056,7.53028019394356,7.58678033355586,7.01298233885678,7.35621836103295,6.69958672747565
"API5P1",7.35621836103295,7.90253814656056,7.53028019394356,7.58678033355586,7.01298233885678,7.35621836103295,6.69958672747565
"TPD52",10.4110859573049,10.5087519875729,10.1744558880874,10.5155505023541,8.81757640599084,10.4905271698807,9.32029399375335
"SIGMAR1",8.79495589979654,9.36947349300934,8.49949565203311,9.08176981927494,8.66768035268582,8.68797011988842,9.2660530159653
"EGR1",9.4762946720486,9.75939823177917,10.8298122555836,9.19158100748043,9.52638612557648,9.77995548358069,11.0410175020879
"PNP",9.38054947207426,10.0062326587821,8.67328195767667,10.1515492291732,8.88323785523346,9.52111441910292,9.02597803247146
"SRSF4",9.93430992966969,10.001248020107,10.1178084512555,10.313060396754,9.9880113428192,9.91202607953273,9.72123288022791
"DNMT1",7.88927360579267,8.32414954354525,7.76812690530831,8.79763339705131,8.02347971929879,8.0505550905255,8.14954831201155
"PSMC6",9.21672482073929,10.0760473070225,9.62498539970057,9.55676311290679,9.52363666177735,9.45672768856938,9.91080511888233
"CCND3",9.93179511777988,10.2607413511142,9.44172926745218,9.64985503512415,9.96393027338245,9.7393832593146,10.1831802557034
"PGRMC2",8.66834774300299,8.97315993889878,8.91675489680862,8.23360934684883,8.70831499092787,8.75654292178711,8.18094645017283
"PPP1R10",7.65201446486432,7.95996476700091,7.07933023575317,8.77441794336153,7.69513393961321,7.65201446486432,6.57351031772675
"ENTPD6",9.48988928069164,10.5566409564234,8.8589755225622,9.82210171462369,8.05774665642645,9.55794674021816,9.4452338116381
"PSMD7",9.73689379717798,10.3969012502641,9.78682424783234,10.2364085584051,9.82766917443869,9.82766917443869,9.68707196823647
"PEX19",8.43548529018271,8.39648849109775,8.54932651938365,8.71519575498615,8.73514768043286,8.42601775699237,7.94149854659704
"NIPSNAP1",8.43934961822137,9.50813651323898,8.39856872108766,9.4485670694944,7.80862917296128,8.68538668583081,7.63092303512909
"MYBL2",7.6792129305373,8.91878354210567,7.10297745437744,9.4594705708635,7.45113958323023,7.6792129305373,7.70396062415629
"RGPD5",7.53902531477157,7.89675293211841,7.78597948740878,8.28041869675386,7.01426245121631,7.6972916459966,6.31738666782277
"RGPD3",7.53902531477157,7.89675293211841,7.78597948740878,8.28041869675386,7.01426245121631,7.6972916459966,6.31738666782277
"RGPD2",7.53902531477157,7.89675293211841,7.78597948740878,8.28041869675386,7.01426245121631,7.6972916459966,6.31738666782277
"RANBP2",7.53902531477157,7.89675293211841,7.78597948740878,8.28041869675386,7.01426245121631,7.6972916459966,6.31738666782277
"RGPD1",7.53902531477157,7.89675293211841,7.78597948740878,8.28041869675386,7.01426245121631,7.6972916459966,6.31738666782277
"RGPD6",7.53902531477157,7.89675293211841,7.78597948740878,8.28041869675386,7.01426245121631,7.6972916459966,6.31738666782277
"RGPD8",7.53902531477157,7.89675293211841,7.78597948740878,8.28041869675386,7.01426245121631,7.6972916459966,6.31738666782277
"RGPD4",7.53902531477157,7.89675293211841,7.78597948740878,8.28041869675386,7.01426245121631,7.6972916459966,6.31738666782277
"TUBG1",8.19892855964721,9.0486578411057,7.63772567303949,9.34380452956785,8.081861330813,8.14100361818372,8.26917597225821
"ACIN1",7.35753551322288,7.54792928704154,7.550590508899,7.98633898511159,7.32647145377655,7.4225925556289,7.28334817641758
"SNX1",9.06721893583696,9.01860735522651,8.92128627350631,9.37358923660531,9.06491181637794,9.10862600895653,8.59885611249715
"MRPL49",10.4369998837307,10.6981858564637,10.1194633700011,10.3260996254387,10.320994856575,10.1645905067589,10.3492762538813
"EPB41L2",8.43335198389292,9.01264464164562,9.23021016748438,8.45039745066899,7.20267103290434,8.21649882751901,7.45818894446992
"LAPTM5",11.1151788413416,10.5843208043992,10.2525981592207,10.1635369603923,11.4243867161844,11.098684388867,9.55045526728361
"CDC123",9.26241009121265,10.2162185896212,9.48166066180111,9.34815728090599,9.15542389384362,9.3770641951716,9.23460642919739
"ELAVL1",10.9006791341838,10.9718452060178,10.8889507314669,11.3863902016964,10.6793634115728,11.061103342218,10.7970754440984
"KIAA0100",7.13693449013156,7.206580806537,6.38881719534933,6.84318126126004,7.17532231559658,6.8403903141816,6.33414674378378
"CLCN3",7.39958526731063,7.39958526731063,7.39958526731063,7.52529476177216,6.10078603583434,8.31990930092114,6.38502184309392
"MARCHF6",8.67340288969516,9.29773525442673,8.4235336016681,8.63348272709191,8.40429688869292,8.90943850803172,8.03606071391844
"EIF1B",10.3910195713128,10.4429600589554,10.5915362999354,11.7969678645469,10.4631688145872,10.3606808263214,10.026996527666
"SGK1",10.1405451149092,10.8869419373277,10.1928591671968,10.2710936942731,10.0821785290139,10.8760965141835,10.3386400153705
"NDUFS3",10.3237332086257,10.3634368081791,10.062612706231,10.0825933255328,10.125279046374,10.5763499984531,10.6924357253219
"SRSF1",4.33636754467146,5.00913664912783,4.62721584983526,4.62721584983526,4.62721584983526,4.44156035414286,4.58089150872943
"CD14",10.38270015538,9.93572150672457,9.90583947133248,9.21022251082739,11.5432925773415,10.3180567826228,9.65615393760937
"LUM",11.6283718579961,11.3219232053498,12.5028115530066,11.6173173683238,12.2495726092813,11.6319357003465,12.3890555044278
"TWF1",8.9090098284635,9.02909948466216,8.81558424175349,9.1997857280975,8.24951619585664,8.79011079521578,9.02677424654897
"TP53",8.81558424175349,9.4834381730448,8.65463528451246,9.79436010428502,8.49981130878191,8.72607081322371,8.6342705152112
"SAFB",6.8578730842379,7.31350559607232,7.00475068105699,7.67237323563618,6.77715965482083,6.96238255110972,6.66338113525632
"ECE1",8.25587126755501,8.30207068748748,8.42922096590446,8.05141593156462,8.33166170227869,8.17274127851092,8.46343878006158
"JOSD1",9.44619763461754,9.69081494139751,9.37727772807436,9.31529675127312,9.12040055002258,9.51608774847387,8.93885867568459
"COX6C",12.2891580045117,12.5202404715189,12.3834046398002,11.9611403103967,11.9764529293719,11.9151025245489,12.4788171646513
"MCM5",7.50742557826104,7.7200627193902,6.91412510288668,8.33977243053983,7.60510008933728,7.77668921609737,7.93574535074926
"RPA2",8.82054314683788,8.97766396384158,8.96987542985127,9.38648399006403,9.04014484729386,8.93252202344566,8.89132338455452
"NDUFS5",12.0177996141628,11.8566660387219,12.0240219615106,11.662020763411,12.0856273593704,11.7549996675279,12.3637654244897
"TSG101",10.4598397975297,10.6836028941216,10.1677656530088,10.1486267609725,9.94363983517439,10.5784387238251,10.3105326288438
"TBCD",6.66565610595514,6.83819411748292,6.41524898019901,6.82189106200538,6.68408205447437,6.44446833198413,6.98577576215396
"WSB2",10.3781362790758,10.5493527123222,10.41590399324,10.149736100805,10.2431361818944,10.4776135891153,10.1698020548043
"MTHFD2",10.4407118809893,10.3902068099575,9.59799094453511,10.0678265746826,10.357450325423,10.3968555228397,10.6782186607554
"PSME2",12.048950635407,12.0909467324647,11.4711401562672,12.0469547722525,12.2649845255845,12.1632632347393,11.9548796877416
"PSME2P2",12.048950635407,12.0909467324647,11.4711401562672,12.0469547722525,12.2649845255845,12.1632632347393,11.9548796877416
"DAXX",8.31995544977715,8.53599856920957,7.89630250421331,8.2573469362465,8.70014448545813,8.30981247602167,8.26095846431964
"TMEM106C",10.2225257010738,10.7460823040809,9.83638317154595,11.1524173976516,9.31472524927798,10.5893755096868,10.1860467064245
"HEXA",9.83502309891958,9.97869805350786,9.72400690674468,10.115992815718,9.55850400933479,9.76520293405967,9.80480631490971
"ELAC2",8.33853855582836,8.21090534424228,8.13423232721524,8.64971331598643,8.33853855582836,8.36219129580423,8.59364552916777
"CLINT1",8.6802653612043,8.66905348818331,8.82945733904072,8.6802653612043,8.10149247578593,8.88523410798461,8.0576976277827
"SNRPA",9.03183980586942,9.25385645654976,8.77334612319655,10.0340915742877,9.01592990274066,9.08871387841683,9.00766490367149
"SCAMP3",9.75868466677242,9.97399234533873,9.49398100889573,9.97528110808937,9.76054125709485,9.75145877892279,9.75121406517387
"AZIN1",9.60732064269863,10.4480344816758,9.39967024883407,9.69495638690401,9.06826155756574,9.31091760315024,8.89570371227569
"ADNP",9.32287431683159,10.1729533351226,9.42354793830435,9.68722077656601,8.74309618868303,9.19402411450615,9.07721767320227
"NCAPD2",8.1409679665554,8.87439879313004,7.50242952799241,9.50827856780281,8.12927222161155,8.25245535948097,7.81283836904793
"RNF13",10.1732952520782,10.2831083823734,10.5236934596399,9.36156267360237,10.2855724436246,10.1271423959226,9.76782349124832
"AIP",8.10867717123086,8.20044273056668,8.02973875218668,7.9445885840267,8.59242460893714,8.05043488148492,7.99000832087629
"MIR6752",9.50354402956525,9.38823108900356,9.3765717186364,9.15944775531177,9.97881518200505,9.28683568498807,9.51765231136827
"RELA",9.20235438821085,9.23428344661079,8.90892040579786,8.94418927745983,9.45068055804711,9.19362567934921,9.04202643333825
"RNASE1",12.1570759273688,11.3418228846034,11.8121165098824,10.3713899158762,11.7093878546244,12.4483385189897,12.1476931561254
"ADAR",10.9590150287081,10.727791547574,10.7920539995524,11.3470984389661,11.0866521939489,10.9978128126892,10.6884311145744
"FBLN1",9.61269911352303,8.73516396674176,10.9898469833017,9.61193386222347,10.388667218462,9.75958103690225,10.2758617842769
"DHCR7",7.38752408483505,9.02577148683091,7.37009678450017,8.4480818677619,6.61674685374672,7.13186153793076,8.27741312431467
"AEBP1",9.6238656252937,9.123546525092,10.6426921485931,9.50708714180502,10.5545245266076,9.70215765864256,10.1470048005379
"SMG7",6.73443671760899,6.86131789493763,6.51354991797066,7.44190874520099,6.78180498962214,6.74306350579473,5.62284363715866
"LBR",10.595837497948,10.9837920132832,10.7132409718125,11.1083320907935,10.2038617203948,10.2597510857831,10.1054174876427
"VARS1",7.03928038864857,7.06291618298705,6.81988690043382,7.03928038864857,7.03928038864857,6.86632625301329,7.15893546127185
"MYOF",8.64628556286677,9.64872716923531,10.2866717177005,9.91523339206745,9.86792718141312,10.3713768505119,9.86792718141312
"OSBP",8.00115489580614,8.44149842364539,8.15363572876562,8.23233413107803,7.6009103431223,8.05194711083954,7.70372399631176
"SLC29A1",7.35070406355817,7.99557196160394,8.33343604378013,7.7700266595837,7.81151299000747,7.12547666574433,6.96488257703817
"TBCB",10.6346735489737,11.0131764593883,10.8586536553498,10.8260023698663,11.2450578866793,10.566947444823,10.9774909156501
"PRKAG1",9.49224485072103,9.47702126527371,9.4529587365514,9.56409008596435,9.60795174856049,9.39455791756242,9.47702126527371
"ATXN2L",6.76906052627837,6.72114528446887,6.30101079344154,6.56158920375247,6.44770858944247,6.76352181813443,6.74317383909867
"VPS26A",10.5985507390913,10.7566551816779,10.8054130506933,10.7082223493908,10.2895190658635,10.6437195479999,10.4726820304931
"ENG",6.48895618330812,7.02090829715848,6.895697483862,6.74606692897152,6.97340589445774,6.80908229910339,6.25193774130074
"SH3BP5",8.3706495900123,8.15802267250366,9.23555441407126,7.98741013627388,9.25563812203179,8.31740561503164,8.63887402017662
"TOMM7",11.7318889731473,11.1883360031442,11.9192591611167,11.7422573889156,12.0895069784603,11.2616084649088,11.9016636392486
"TBC1D5",8.98758873324303,9.10692243230563,9.30604191489303,8.60729821802063,8.97814041902842,9.16122047096113,7.66398998155846
"NIPSNAP2",9.51467244289594,10.0713744221384,10.1338649876601,10.2571182427508,9.54514780246758,9.95091209583886,9.69495536407604
"LPCAT1",9.09912257838605,8.86283182877059,8.84578726443962,8.26602196357359,8.8732534839825,8.86725193604512,8.76307274510004
"KRT5",5.90570773991497,5.28978913853265,5.44724691694408,5.38216976196434,5.75804697683255,5.6186551017799,5.68639398261557
"TIMM17A",8.99271149430783,9.25706877348235,9.06144420462197,9.1673970710815,9.06144420462197,9.07363780892748,8.79723296545459
"RNF14",8.37014698215646,8.71813807481162,8.90619155602221,8.17131211698731,8.62218320559281,8.8373753059376,8.06988262891374
"SCCPDH",8.72509650753935,9.5252241483564,9.08483328594958,9.46350664342419,9.01738498048661,9.11197591037478,8.82639094353784
"SMARCD2",9.03497155940357,9.73187181523791,8.91499978201626,10.2953873019766,8.77399749943148,8.96098784220616,9.35884429403093
"RTL8C",9.86449206307564,9.39580090702645,10.2037119594739,8.98759332191465,10.2789942887724,9.66637338074331,10.2465606560071
"NET1",9.3168555630901,9.92078197500902,9.64747799565565,8.88174294706787,7.57823499803029,9.60534445228813,9.03307109317066
"USO1",7.84094806679113,8.19265215364841,8.17614805104168,7.77478260190944,7.76341482746974,8.12923831198425,6.05921747191678
"HDAC2",9.21341217318885,9.99491298203013,9.20958043466064,9.96002930917814,8.99856595799318,9.31836180094653,9.31836180094653
"PRKAB1",8.26269329129674,9.10672712056965,8.26269329129674,8.19411632733922,7.84542358000751,8.45881041535173,8.05317144243259
"SUPT7L",6.23069379769613,6.23627681400972,6.80908229910339,6.50595460327987,6.43451261337228,6.35734412622378,6.22961023711223
"EPCAM",12.9073660216768,13.0368084247533,12.5625398855581,12.8135641362274,8.69199831583133,12.9465783802649,12.7853713557817
"NEDD8",10.5926788206876,10.6398339064403,10.6417610330754,10.7847000279969,10.7832250250217,10.4779874644034,10.6417610330754
"HSPB1",12.0067860411816,12.2524507754655,12.4173605070258,12.2612050270171,12.7895949641607,11.525656379858,12.3730742595151
"EFEMP1",10.321496449812,9.11648723047382,10.2559398671578,9.22879782835327,10.9131997417917,9.8821432325609,10.8558950685044
"RYBP",9.63649799583629,9.09696018314722,9.5089094291225,9.43401447670428,9.13314548685912,9.52025692172251,8.3579171035379
"BNIP3",7.31528417483529,7.94866241939197,7.49932817688829,5.44974658936149,8.43828300080359,6.66496712934588,6.71787392103905
"BNIP3P1",7.31528417483529,7.94866241939197,7.49932817688829,5.44974658936149,8.43828300080359,6.66496712934588,6.71787392103905
"CAPG",10.6410022695962,9.49437627855871,9.51500298448545,9.8683815832025,9.27876115095098,10.0333062642822,10.5726457038994
"SH3GL1",8.34552517294858,8.47511920897905,8.3440192376354,8.99163505015264,8.67265113179967,8.30578561910661,8.97813557123421
"COL3A1",12.6937845554243,12.4921703363157,13.6200086192559,12.9682795148509,13.20651649582,12.6027093500504,13.4028776735016
"CDC25B",8.92436260530187,10.8206445011678,8.79317713834201,9.99273567205552,8.91570197289242,8.53690728532404,9.23661091862854
"ATMIN",8.02647379221886,8.80087183418753,8.04824495751451,8.1203160393981,7.97935728128559,8.18433102581103,7.68743383511125
"ZFR",7.70063949475909,8.01816639553899,7.90490364938377,8.59615741160854,7.67941397573201,7.38115883997748,7.0230516626134
"SRGN",11.6244118929422,10.8464817729604,10.7482873054813,9.82252036373669,12.3358664128095,11.3728179393258,9.99333145721608
"PLAT",9.94250178455647,9.80549958724011,10.2010630664343,10.0291525508723,9.90690701664669,9.46350664342419,9.04889951955308
"LRRFIP1",9.82490791534805,9.57556119544343,9.60072427362798,9.61364195617774,9.58327243510979,9.58327243510979,8.71215435554859
"FAM32A",9.75569782041438,9.76840630551556,9.85605806296259,9.77392931985385,9.82998838001451,9.86557322463667,9.71435756595521
"GDI1",8.98113278769167,8.77334612319655,9.02231167108713,9.2248394290765,9.31881185424418,8.88161251208331,8.921343528049
"NR3C1",9.45262567067746,8.42389411630644,10.197785988215,8.14753009288881,9.20140256414789,9.34839281390096,9.0677347886788
"TOMM34",8.94045487294468,11.0389130400428,8.90671356322878,10.3796783969734,8.69060362866825,8.92968557226574,9.37551716772512
"UBXN1",9.46750926432096,9.37843088623897,9.34845845616369,9.17502417881996,9.6716520770953,9.17998029891655,9.61508045239602
"ABCE1",8.23426266334256,9.4474004749124,8.34303855895827,8.46224761750154,8.02606240022818,7.98375984899718,8.06497844415829
"MPZL1",9.02417301402081,9.45560682639983,9.34557035268297,9.6683631260379,9.28185034936623,9.31227668944361,8.54967522749788
"PON2",10.5015934367748,10.7558279424605,10.3709892493892,10.5182355784359,9.34046666333977,10.509491681685,10.5529754862521
"B4GALT1",6.55578386853851,6.23216597541913,6.58648562511318,6.58268344646589,6.58268344646589,6.65307520025391,6.82251111356828
"CEACAM5",13.7212046659475,13.8144814620767,13.3046325647168,13.5335879625082,9.77996910758635,13.5077404826687,13.3312263360011
"DCAF11",8.64165989913021,8.92944410427681,8.16406604903961,9.21676172006894,8.58535720802359,8.7516527147264,8.80827486503679
"IL13RA1",9.75626154259957,9.66179420026845,9.82834943007993,9.93242263620605,9.38290295168507,10.036644355526,9.33398652661161
"FAM3C",9.77882306205813,9.42910732026108,9.69906735555048,8.95996591391939,8.98389709705285,10.445597138651,9.64039040399525
"RRM2",9.36349002576432,10.1236305217242,8.37457509510317,10.703501789106,8.25721524382504,9.54333273141049,9.5226106297631
"B2M",13.9290293508802,13.5666319416926,13.7469931895695,13.4461657200291,13.789045310187,13.7565369171282,13.8798915270911
"IMPDH2",11.2397939914975,11.9659518295528,11.0674636210841,11.7617965464414,10.7541644547186,11.1043703884474,11.0998843259543
"DCN",12.6544517394604,12.4570279288032,13.770344969912,12.3823900913277,13.3392633611243,12.5175658932696,13.0434525758853
"ARAF",8.75094278092869,8.77735340937945,8.49582035279995,8.58449183898105,8.83730063923946,8.81833655017113,8.74589744099009
"PSRC1",7.21770054912775,8.47105926183251,6.57851745826225,9.10618505136596,6.01588263909816,7.19725492292624,7.38649687317405
"CKS1BP2",9.00436269956568,9.96482233035834,8.80394893233377,10.7520766721195,8.7229332765207,8.93913389816705,9.8328314047143
"CKS1BP3",9.00436269956568,9.96482233035834,8.80394893233377,10.7520766721195,8.7229332765207,8.93913389816705,9.8328314047143
"CKS1B",9.00436269956568,9.96482233035834,8.80394893233377,10.7520766721195,8.7229332765207,8.93913389816705,9.8328314047143
"UBE2A",9.84425255246282,10.4056505977149,9.58532764529194,10.386378185515,9.69244898615955,9.88088211120154,9.39378871593987
"AKR1A1",11.0398433252824,10.963785240708,10.4958174896459,10.9532315307109,10.7499183140528,11.1667316800231,11.1160970850879
"UQCRC1",11.7445202288273,12.0329478726882,11.5094920475514,12.3350960226251,11.2674240759423,12.019470861371,12.1449740602596
"CTDSPL",8.70594047992844,8.75585009011635,8.97766396384158,9.21432223095795,8.10671464008947,8.79530524048369,8.79530524048369
"DVL3",8.26808362428006,7.88797759756304,8.56765695081699,8.72243674406425,8.68933117390991,7.9686963362052,7.71384443912075
"RPS4Y1",11.7850985683973,10.5860478708738,12.271022907277,10.4493908215825,6.0120934995716,6.02689658251968,6.11392750542477
"FARP1",8.55794871924216,8.71323393505718,9.43938425590825,9.19968434585531,9.00880004751852,8.36166649690679,8.55089764733444
"GSPT1",9.62184001978492,10.6594788710178,9.34622649568574,10.1062733527318,8.96945639517906,9.52242439578969,9.11156755279285
"COASY",8.64896831108899,9.53733322617344,8.08933660995529,9.15296109050806,8.31643421858426,8.7106389118015,8.77353478503776
"SEC63",8.42082599606968,9.09524242390158,8.77209972089185,8.78369551648625,8.39267124230112,9.07129247528237,7.04273698249141
"SLC25A36",8.71350527487518,8.28607804550608,8.71207093349691,8.29916828071283,8.64176238522159,8.40874780314268,8.10099210987647
"SLC20A1",9.28101790638352,9.83603666003129,8.88255540493068,10.0542497606435,9.29059717237475,9.43903433694602,9.03071790341703
"DNAJC25-GNG10",10.5160492747214,10.1839928984479,10.737481466612,10.5212899586468,10.8287810332892,10.2470695168704,10.7185389086881
"GNG10",10.5160492747214,10.1839928984479,10.737481466612,10.5212899586468,10.8287810332892,10.2470695168704,10.7185389086881
"NSA2",10.7337343425714,11.22833525147,11.1575846308458,10.4183244653619,11.3700125232022,10.9050220755541,11.1756676403999
"PRDX4",12.1131042953239,12.1185458027948,11.1110128625861,11.0843280990025,12.2323665726207,12.1256368916893,11.5735039779122
"AFF1",9.9333161649261,9.28291132527845,10.2003625538315,9.24954037097129,9.49458838580625,9.79735457571595,8.99539636739246
"PKP4",8.46117180525484,8.89405872323659,8.15477418840088,9.51417706216284,6.90856849845869,8.23631443412427,7.80826096276428
"PKP4P1",8.33023778512303,8.86261297501486,8.66894052033342,9.45854129506702,7.21025498019516,8.41492812991347,8.12290663553641
"MCM6",9.30802246447536,10.0215844290808,9.00720832143723,10.5472295116857,9.31260204507873,9.49669381441522,9.86187752753293
"ETFA",10.4514965702951,10.5173750587753,10.5022549042021,11.0026635189079,10.2388379217606,10.6687073762719,10.9397483774292
"CHMP1A",9.21444841079682,9.26587318451815,8.7677570596825,9.36723977191401,8.98528483891854,9.11067521734252,9.07478672479875
"WDR82",10.3953718275303,10.3953718275303,10.6768217606284,10.9505495720235,10.3610493033343,10.2844087535235,9.75550143295557
"DNPEP",8.9066191739076,9.14244963980412,8.66926685555342,9.87573533398026,9.00920449376902,8.8063566855538,9.20552336923304
"CDK2AP1",11.6967300145363,11.4679823569306,12.0826213984549,11.4794501484981,11.8717919152315,11.681109077181,11.9935208591685
"PLK2",8.19601431243246,7.78878572425723,8.98296883694257,7.69713580718015,8.08935480763224,7.91131231444006,8.7759085407672
"CPD",8.20776902409223,8.33905922883862,8.25429461092282,7.77661093539936,7.62616716241219,8.43818047973181,7.47837876118126
"HEXB",10.9454132440543,11.2862036198666,10.991905634998,10.8703580330321,10.7882572966788,11.1195201806239,10.7321167124343
"FURIN",7.83221225194358,7.83221225194358,7.61479866968635,7.99809733791834,7.97804790198026,7.914202522081,7.58689003558025
"CCT2",9.3058357015066,10.6543725331405,9.53190051291359,9.83859136155105,8.90680341365667,9.48348638975748,9.03198818525146
"GNL2",7.83012062505102,8.48238734226695,7.78837233003024,8.6015416244083,7.35102010719024,8.12680352002586,7.73709653181051
"CAPZB",11.3016593779523,11.2220592245483,11.3729612692314,11.0985812975084,11.5748934730787,11.3016593779523,11.3016593779523
"CIB1",11.427346637926,10.9498778787346,10.5359128417727,11.2634838421642,10.3702887373603,11.231146100257,11.3795424759178
"ARPC1B",11.0618994589678,11.2472232176679,10.6165408710213,11.0618994589678,11.0720006919679,10.9323138182172,11.0813767361915
"GNPAT",9.27435224191861,9.27144277340125,9.63778718842871,9.91441833691819,9.55834801643904,9.50125125106684,9.44711910147901
"RNF41",7.63446433380057,7.57320214885951,7.55452226931641,8.05075976418246,7.69753510718832,7.50324266216755,7.29541182477871
"ACSL1",8.0270181748887,8.50325494009082,8.04824495751451,8.04824495751451,8.68018051568062,7.67337396187413,7.22945760749287
"SETX",8.03707732176646,8.18554042015774,8.39012160386667,8.45455037599103,8.18554042015774,8.2712259988434,7.47073377613245
"NDUFS2",10.6442648696182,10.8275670750811,10.539845901391,11.1258690741234,10.2584105659806,11.0336150073506,10.6513002278468
"PGM1",10.2951849938924,9.25736738961456,10.4312402772853,9.95812757249069,10.4268546631296,10.5239734331597,10.401392207653
"NASP",6.93877071889002,7.6754730460271,7.14200954342611,7.60711098895056,6.91067722525934,7.38532775808065,7.17126869561904
"ATP6V1A",7.9437670231694,8.33691405733734,7.95205520105033,8.17531154439333,7.49566797359842,8.06988262891374,6.14511639484709
"CCZ1",10.9761370493025,11.2694043086168,10.9018066787366,11.3125784656835,10.5112615697388,10.9226444254094,10.9775803786596
"CCZ1B",10.9761370493025,11.2694043086168,10.9018066787366,11.3125784656835,10.5112615697388,10.9226444254094,10.9775803786596
"DELE1",7.32687880962427,7.46392519823913,7.64006701061628,7.37372186309624,7.16639671442434,7.460433226221,7.20518479305013
"PPP5C",7.94540893277537,8.27756827302528,7.62929340053758,8.5082887472269,7.97654627744523,7.94540893277537,7.48066683568982
"RSU1",10.1925618105736,10.4614693455072,10.2761238885824,9.53336900054366,10.2071780859217,10.1674337511245,10.1835420990185
"WASHC5",8.10334130460839,8.74563601055388,8.12333752732466,8.75385933204554,7.6976938597824,8.12333752732466,7.93278016877882
"MED13",8.46103314605906,8.83868069972399,8.56867707427285,8.38243212761672,8.15774577123178,8.51017800503375,7.62514184917249
"CREBL2",7.92221421847277,7.6933886590164,8.18695556300235,7.896948947728,8.08177608384454,7.93067598560744,6.49629375178868
"KIF5B",10.696573629778,11.2382629259646,11.1029358642854,11.9393373176476,10.5840823654707,10.5940498586333,10.2329498524707
"MORF4L2",11.7837044704821,11.8536676301626,11.7610132834241,12.0962912330449,11.7848885622687,11.5866957115719,11.8241347880975
"EXT1",9.20712982041907,9.41903898589798,8.83920165783169,8.87988821062625,9.33217199345092,9.2116953349247,9.10417621012316
"ST6GAL1",10.5378565320546,10.5083322917248,9.96207780685482,11.012561381415,10.5995050155711,11.1381748064563,9.54175512579239
"DYNLT1",12.0097855849515,11.7521504242238,11.3010081115844,11.5083564391572,11.6951623622189,11.6517028286103,11.6238775238499
