"","S1.CEL.gz","S2.CEL.gz","S3.CEL.gz"
"IQCF3",4.51391291610377,4.62575723960169,4.51391291610377
"PGC",5.90976549860103,5.83837598145175,5.90976549860103
"PTH2",6.62495379830113,6.70158786579521,6.70158786579521
"GNG12",7.44355984578152,7.90508976689506,7.73752541154878
"RBIS",5.20243179607754,5.14593168968467,5.20243179607754
"RP1L1",4.53236172662632,4.53236172662632,4.64091287017877
"SCN1A",4.14407266535339,4.14407266535339,4.14407266535339
"RAPGEF6",6.11064114895254,6.12426235010102,6.25584093327309
"WNK3",4.42609172678521,4.27210946341721,4.2235747473373
"CPEB3",4.42609172678521,4.42609172678521,4.11837835930786
"COL25A1",3.3562930384479,3.15375258581332,3.15375258581332
"PPIP5K1",5.96443068979756,6.42209016618703,6.29310575898787
"EVC2",5.04578861501774,5.04578861501774,5.04578861501774
"MAP3K20",6.30628778186409,5.63196858002377,5.46120419672271
"MAGI1",6.3113812160907,6.3113812160907,6.3113812160907
"ASXL2",6.74441551080147,7.99131251853611,7.11980017574785
"GRID1",5.64325576119807,5.67885969670143,5.67885969670143
"ANO1",6.66414339859549,7.10584405050974,7.3496474497197
"WFS1",6.76486448575024,7.28269240697917,8.10813869899057
"TERT",5.38848255735165,5.29445781673025,5.35593337855683
"RSPH10B",6.82971593549904,6.65596911884117,7.01991919057737
"RSPH10B2",6.82971593549904,6.65596911884117,7.01991919057737
"GALNTL6",4.36264594218102,4.36264594218102,4.36264594218102
"SELENOI",8.27662125780237,7.88721734744211,9.41322466399003
"KLHL6",4.57559295402603,5.64337619746652,4.31179946054079
"SLC4A5",5.89326476601104,5.88574827551508,5.88574827551508
"CKAP5",9.62327435716995,9.48692430493749,9.8497951837687
"ARMC8",5.56430698215956,5.4938749702257,6.27321215967169
"ALS2",3.49984022738654,3.48299649510661,3.52117004455345
"CDKL1",3.88027917186816,3.793987544569,3.94436708306396
"FBF1",6.0969825338288,6.06811446398043,6.0969825338288
"STRIP2",6.51139715252966,5.4938749702257,4.49935882446738
"VWA3B",4.27329722426158,4.27329722426158,4.27329722426158
"MED12L",5.23003942368275,5.23003942368275,5.43257987631733
"FOXJ2",3.83581593951151,3.83581593951151,3.83581593951151
"EEF1AKMT4-ECE2",5.81583987920369,5.81583987920369,5.74204427380603
"ECE2",5.81583987920369,5.81583987920369,5.74204427380603
"CARD14",5.74204427380603,5.80531125017722,5.6187627920049
"PAK6",7.20258222563965,7.30398875138871,7.44362983189098
"RAB24",5.99481157894277,5.99481157894277,5.88481748536729
"MXD3",5.99481157894277,5.99481157894277,5.88481748536729
"MCF2",3.02881834498882,3.02881834498882,3.02881834498882
"WDR19",3.24546959636444,3.24546959636444,3.24546959636444
"MAK",4.31833035531993,4.09894788633461,4.09894788633461
"KCNH7",3.62378462742593,3.62378462742593,3.62378462742593
"POLK",3.58107680826771,3.49098815516501,3.35067328382612
"HIF3A",2.99298180422092,2.99298180422092,2.99298180422092
"STAB1",5.13366258039603,5.09945317872454,5.31085616382543
"LINC02961",4.39609534685766,4.35696354191315,4.35696354191315
"ABCB9",5.44243945256884,5.32397404438949,5.19738620171804
"PTK7",3.53115668121195,3.61576443349586,3.88027917186816
"ZNF26",4.83903574030704,4.95911575760359,5.31085616382543
"ADAM9",8.85075589162539,9.18838146440865,8.72891195821633
"GCLC",5.59350538050104,5.46303526146484,5.59350538050104
"TPH2",3.42124417479135,3.52679963343815,3.42124417479135
"SLC30A5",8.38262170835779,8.38262170835779,8.28633767552902
"ITGA9",3.94436708306396,3.94436708306396,3.94436708306396
"ZNF317",7.00842261271677,7.08479464649207,6.79846825297138
"AQP10",4.38187365861226,4.38187365861226,4.38187365861226
"UNC5C",3.11626328602204,3.11626328602204,3.27164843234458
"MEGF10",7.20375058354137,7.20375058354137,7.20375058354137
"SLC38A4",4.70967898801228,5.71452654000615,4.37844925486852
"PDXDC1",4.67860055284466,4.67860055284466,4.67860055284466
"TFAP2E",6.4692789269951,6.4692789269951,6.70158786579521
"ITGB2",7.80358954020162,8.64497728861608,7.95273812425941
"PPHLN1",6.01717594843588,6.0497251272307,6.01717594843588
"LRP1",3.68526018925251,3.68526018925251,3.5873566737368
"ETS1",6.1980996729743,7.14887847048663,6.059586324197
"SCML4",4.04297757040462,4.04297757040462,3.98923952631319
"DDX53",2.944447088141,2.88384265663441,3.38052900952394
"ENTPD4",6.12426235010102,6.84788694689061,6.12426235010102
"PIGQ",7.54238288992871,7.54238288992871,7.54238288992871
"DNAJC11",8.72593242078704,8.70313000053351,8.88366490715021
"LINC00663",5.07262565391171,4.91426156969767,4.80035914561558
"ZNF479",4.08202461760711,3.98923952631319,3.98923952631319
"ZNF734P",4.0642868044527,4.09894788633461,3.9035160228603
"ZNF733P",4.0642868044527,4.09894788633461,3.9035160228603
"CAMTA1",7.40015751527148,5.42053819338481,5.90584208062111
"ABCB5",6.15154869917663,6.15154869917663,6.15154869917663
"TTL",7.42411606342029,7.1403982731405,7.1403982731405
"GRIK2",2.87554916160753,2.87554916160753,2.87554916160753
"OR4D2",5.67885969670143,5.74204427380603,5.59620050639937
"DBF4B",6.12350016026256,5.85306118128388,5.85306118128388
"SHISAL2A",4.14407266535339,4.10823612458549,3.89540133118926
"ADAMTS4",6.43958490366047,6.44431896066003,6.44431896066003
"POF1B",4.58946529777091,5.8731059222783,4.25375426468549
"LARP4",7.57522386863337,7.94346082432839,7.60794275236569
"B4GALNT1",5.00975122700497,4.88633256859976,4.90474047353924
"SNX25",7.07914423698561,7.28308338541131,7.29838559707859
"NOP9",5.93341628510291,5.82049169724265,6.27340321622607
"PIGK",3.06514370960157,3.06514370960157,3.03603307803213
"EZHIP",3.66686909794624,3.66686909794624,3.66686909794624
"MYO1D",3.58107680826771,3.58107680826771,3.58107680826771
"DUSP16",7.32022902921695,7.26064896647693,7.21350408731538
"MIR4280HG",3.98923952631319,3.98923952631319,3.98923952631319
"SOHLH2",5.13366258039603,4.88660217294652,5.22227145660779
"CDH19",3.20682037295717,4.05675858408278,3.36144480192491
"FGD3",5.85306118128388,5.85306118128388,5.85306118128388
"BAGE2",5.64675459350039,5.94126384317665,5.94126384317665
"KMT2C",5.64675459350039,5.94126384317665,5.94126384317665
"CCNL1",8.89910350110407,9.19189921178534,8.76845826868032
"ALOX15B",4.4701152551472,4.90081244040656,4.32124713985382
"TAS1R1",5.10952485022382,5.10952485022382,5.10952485022382
"ASAH1",10.6196094199847,11.0584693746816,9.65359055575093
"KLF7",6.18068903089634,7.03003665356311,8.41679526365594
"OTUD5",7.94706034194896,8.14167868117566,8.53437340195185
"SYNCRIP",8.48683286489427,8.12225640555644,8.63699380491517
"TSTD2",3.42124417479135,3.42124417479135,3.42124417479135
"SLC39A14",3.66686909794624,3.66686909794624,3.66686909794624
"AFF4",3.66686909794624,3.40260337444435,3.29042644737035
"EARS2",4.8890807980708,4.8890807980708,4.8890807980708
"GTF3C3",4.67860055284466,4.69814351242075,4.67860055284466
"UBA6",3.68526018925251,3.68526018925251,3.68526018925251
"CCDC172",4.77876619263709,4.77876619263709,5.07926694823261
"PPP1R12BP1",2.99298180422092,3.27754476435904,3.06991942802083
"PPP1R12B",2.99298180422092,3.27754476435904,3.06991942802083
"CA8",3.38052900952394,3.41307818831875,3.41307818831875
"TRAPPC10",6.24279830525849,6.05680929427894,6.29310575898787
"AP5M1",3.98923952631319,3.98923952631319,5.43046983728696
"NAA16",6.86288359411621,6.50910797896906,6.15984367438577
"BRINP1",3.62378462742593,3.52385875766383,3.62378462742593
"SLC39A6",7.10115669518349,7.66118045157447,8.24798788737795
"TXNL4A",6.60330123807332,6.85810725760458,6.77807008651168
"PPP1R1C",4.37354452497741,4.31802791712908,4.31802791712908
"CHD6",3.83581593951151,4.19458701373097,3.83581593951151
"IFIH1",4.6555016168471,4.73757757810497,4.82929458865609
"MCOLN2",6.63056283626376,5.93627993340764,6.7035362865073
"CELF1",7.93908626537789,7.62680957318779,8.44880239984923
"NRP2",5.63196858002377,5.63196858002377,5.63196858002377
"CLASP2",7.26454223911859,7.70828320936583,6.63056283626376
"FMN2",3.28460140130895,3.28460140130895,3.28460140130895
"TTLL3",5.79419301192613,5.79419301192613,5.79419301192613
"IREB2",3.68526018925251,3.63003088596261,3.68526018925251
"LINC02875",7.3872947265751,7.3872947265751,7.31157901150935
"FAM153A",3.68694782421813,3.62378462742593,3.62378462742593
"FAM153B",3.68694782421813,3.62378462742593,3.62378462742593
"PRR5L",9.00023328364269,9.30257055697772,8.58777550539934
"ACTR3B",8.58151243041789,7.90288805932512,8.36910899789515
"PDZD3",6.29310575898787,6.29310575898787,6.29310575898787
"SHFL",6.77807008651168,6.77807008651168,6.77807008651168
"BEST3",3.42124417479135,3.42124417479135,3.42124417479135
"CWC27",8.33128779590221,8.33128779590221,8.04484651388463
"CYP4B1",5.7683252682473,5.7683252682473,5.67717495295963
"ARHGEF12",3.06514370960157,3.06514370960157,3.06514370960157
"IFNLR1",7.20375058354137,7.24399461707315,6.95126279139784
"SLC2A4RG",6.24954352878026,6.08444288450989,6.54025209658429
"RSRC1",7.07770014717875,5.73914329693607,7.31128579948861
"TMCC2",5.38848255735165,5.38848255735165,5.38848255735165
"TYR",2.76378722194459,2.76378722194459,2.76378722194459
"SLC25A41",4.75119946308452,4.62144390524225,4.75119946308452
"ZNF215",3.87257861248141,3.4767068121968,3.52117004455345
"PIAS2",3.11626328602204,3.08531339706251,3.11626328602204
"FAM189B",5.6603985312343,5.6034288935339,5.96723327815586
"GABRG3",3.11626328602204,2.9896754433506,3.11626328602204
"PTCH1",4.70967898801228,4.55776432518011,5.0779528708937
"MEMO1",9.00023328364269,8.49068008060869,8.80768803450455
"DPY30",9.00023328364269,8.49068008060869,8.80768803450455
"MEMO1P1",9.00023328364269,8.49068008060869,8.80768803450455
"FYCO1",7.10590289183237,7.10590289183237,7.09890372384716
"SEPTIN6",6.86142658471235,6.85486170002791,6.85486170002791
"COL9A1",3.28460140130895,3.28460140130895,3.28460140130895
"QRFPR",3.28001549415166,3.11626328602204,3.11626328602204
"BPIFB6",4.78002386812125,5.02073799253577,5.20881997837276
"ANTXR2",6.84937345833432,7.53631840240762,7.05256222251461
"SDS",5.81278850060395,5.7683252682473,5.65977412469485
"TGFB3",4.16374955204928,4.16374955204928,4.16374955204928
"AFAP1L1",5.44918715844377,5.40625143974519,5.56430698215956
"CLCC1",6.90060254947994,7.17085161889819,6.74706685842041
"KLK2",6.3113812160907,6.30241081323658,6.10759947625905
"POFUT2",6.74706685842041,6.6694404648942,6.74706685842041
"ZACN",5.98725069746929,6.02277816922782,5.98725069746929
"SERPINB5",3.86994336228333,3.88027917186816,3.86994336228333
"SLC22A7",5.85306118128388,5.85306118128388,5.85306118128388
"BPIFA4P",4.38187365861226,4.38187365861226,4.38187365861226
"BBS9",4.61028147888801,4.57559295402603,4.7635506622693
"TNK2",3.94436708306396,3.94436708306396,4.00584264489054
"MIR6829",3.94436708306396,3.94436708306396,4.00584264489054
"USP25",6.19153478828986,6.19153478828986,6.19153478828986
"UGGT2",3.09692419307135,2.87554916160753,3.05620902780394
"ZCCHC7",5.7683252682473,5.34018249145702,5.72681836256214
"CFI",6.24954352878026,8.02977551301478,6.3113812160907
"TAPBP",8.19043698684168,8.19679101339057,8.12970956417654
"LMOD3",3.52117004455345,3.52117004455345,3.5090273117457
"IMMP2L",3.98923952631319,3.98923952631319,3.98923952631319
"CA6",3.02881834498882,3.02881834498882,3.02881834498882
"KDELR1",12.0699250368012,11.7983960589855,12.0647706475066
"PTPRM",3.28460140130895,3.28460140130895,3.28460140130895
"LINC00824",3.72879538089166,3.72879538089166,3.72879538089166
"TP63",3.98923952631319,3.98923952631319,4.11107745673119
"PDZRN3",3.77265274271931,3.77265274271931,3.77265274271931
"GATA1",7.39302826478474,7.39302826478474,7.39302826478474
"PIF1",3.42124417479135,3.25969879870752,3.42124417479135
"MBNL1",7.55391607803127,8.72400117316068,7.51897671087612
"SCRN3",4.77876619263709,4.88442630325627,4.88442630325627
"APOL4",5.74204427380603,5.46848426927457,5.78090726447751
"ELAVL3",5.23003942368275,5.63125130614359,5.23003942368275
"GDPD1",5.03524287463591,5.03524287463591,5.03524287463591
"CAPRIN2",6.21760194879434,6.21760194879434,6.21760194879434
"ZMAT3",6.71995185660862,7.06014669386506,6.74352272304782
"AGK",3.44452192996991,3.42124417479135,3.47588816982262
"MBD1",6.44983071825414,7.04165327911197,7.04165327911197
"G6PC1",5.07262565391171,5.03524287463591,5.03524287463591
"ZAP70",6.29921949623426,6.22103009340889,5.87599160171846
"SAE1",10.187454514574,10.187454514574,10.187454514574
"PTGIR",7.96160131270338,7.92332429816811,7.80215164419027
"SLAMF1",4.76078277033863,4.98253700080902,4.76078277033863
"RAB34",7.92332429816811,8.53637449883049,8.61809552448226
"PIK3IP1",5.151299280379,5.38416219959839,5.31085616382543
"LILRA5",4.04297757040462,3.98923952631319,3.98923952631319
"SAMSN1",7.68006266909812,8.57039543387164,6.90249520003147
"RBM14",7.44362983189098,7.15292350110713,7.72290442696739
"DAOA",3.77265274271931,3.77265274271931,3.77265274271931
"KLHL17",6.05376119058615,6.05376119058615,6.05376119058615
"OR10A5",4.70967898801228,4.51382271555777,4.55855340842526
"MT-ND5",13.3387911791742,13.5791917649699,13.1846815860721
"OR10A4",4.73757757810497,4.73757757810497,4.73757757810497
"OR10A2",4.73757757810497,4.73757757810497,4.73757757810497
"TREML1",6.23241809112825,6.23684695771245,6.23241809112825
"OR8D1",4.51391291610377,4.4888630865034,4.51391291610377
"PTPRS",3.98178728084595,3.83581593951151,3.83581593951151
"KRTAP2-3",4.42609172678521,4.67337619091722,4.42609172678521
"BLID",3.83581593951151,3.83581593951151,3.83581593951151
"GSX1",4.20876453353852,4.20876453353852,4.20876453353852
"SMC1A",4.40807155376457,4.81385476066789,4.57559295402603
"RTN4IP1",8.18693692499781,8.30277619474234,8.3471771835314
"SMOX",6.71538272416002,6.3113812160907,6.99261099823883
"OTUB2",6.3113812160907,6.3113812160907,6.3113812160907
"SLA2",6.5568132915584,6.44874948190227,6.56096196936921
"KLRC4-KLRK1",6.13885096786261,6.52587563217963,5.82814405556138
"KLRK1",6.13885096786261,6.52587563217963,5.82814405556138
"KCNIP3",6.79115590716244,6.79115590716244,6.79115590716244
"KLK4",8.09143254964128,8.06236326324924,7.87615848961519
"CMTM3",7.95854960505843,7.95854960505843,8.56794709886936
"CXADR",8.06473987509528,7.83013917428141,8.06473987509528
"TAGLN",10.3858470671829,10.7858713430617,11.7645604091942
"RGS5",9.55282814451588,10.5767905520716,9.14910310124282
"MS4A4A",7.632385505152,9.06406486924238,7.65750174168457
"CD209",4.42609172678521,4.44811747624872,4.39235710614121
"CFL1",13.0928258605777,13.0928258605777,13.0928258605777
"AP1S3",6.23684695771245,6.180621599668,7.06782462414378
"BAP1",7.17408808098413,7.17408808098413,7.58777785854661
"AGTRAP",9.422356343483,8.96734496051858,9.73202515140421
"CMTM1",5.27704625048528,5.27704625048528,5.27704625048528
"CKLF-CMTM1",5.27704625048528,5.27704625048528,5.27704625048528
"CKLF",5.27704625048528,5.27704625048528,5.27704625048528
"LYZ",5.85306118128388,9.98617009301868,5.57368264069888
"CD79B",4.7205212099521,4.7205212099521,4.7205212099521
"SF1",3.43808790707128,3.43808790707128,3.47880307233869
"GEMIN7",9.21046711280558,8.09770640349583,9.00676945765897
"STH",6.15154869917663,6.15154869917663,6.15154869917663
"ATN1",7.5005056858113,7.5247227267684,7.5005056858113
"CDKN3",9.60068628074138,8.95927595131616,10.2346047580588
"RBM15",8.63450661983772,8.81974562601702,8.78490568381249
"MRTFA",7.33761711865014,7.33761711865014,7.33761711865014
"TIMM10",10.7062129823572,10.6470235667162,10.7384437093324
"GNG4",8.96882693460317,6.58119288078526,8.82363090443346
"GNG2",3.7194788450499,3.88027917186816,3.81651148247657
"CDC25A",6.60789983387715,6.37007071969266,7.5501013167928
"BPIFC",4.84915295855749,4.84915295855749,4.83040512720128
"ZAR1",3.52446587638669,3.38052900952394,3.38052900952394
"POSTN",7.30757543193589,9.70581939585517,9.92245138676888
"CD79A",7.70987455402508,8.5915203408549,7.43170866337335
"RHEBP2",10.307245272747,10.107308467468,10.1246591588982
"RHEBP1",10.307245272747,10.107308467468,10.1246591588982
"RHEB",10.307245272747,10.107308467468,10.1246591588982
"SLC66A1",5.90189913356702,6.21760194879434,6.42765718972573
"IRAK1",7.09539136498098,7.58069259738959,8.42939253523469
"XRN1",5.31128429564758,6.10221298961591,4.94386683690745
"LINC00520",9.26256164019438,8.19089138108471,9.55985401639985
"JHY",5.91243634278958,5.70616159759861,5.63992034560281
"TRIB3",9.10378276019571,7.5096991102722,8.92901018566145
"PHF23",8.14847385546435,8.07035509638683,8.37499747425379
"TMEM192",9.90249992714581,10.3280580073742,10.1356946009133
"CCDC116",5.23003942368275,5.23003942368275,5.23003942368275
"ZFP82",4.99082458446028,6.10375499175515,5.46303526146484
"ARPC5",10.2167097605392,10.155219252302,10.1847713887412
"FCRL5",4.71741240148715,4.61852867272461,4.61852867272461
"ZNF385B",3.47941273828648,3.47941273828648,3.47941273828648
"NKAPD1",7.51637945221703,7.51637945221703,7.5501013167928
"MAP3K19",3.62378462742593,3.53592270648086,3.62378462742593
"MOG",4.20876453353852,4.4888630865034,4.4888630865034
"EXD2",6.26837221018871,6.2796187176899,6.39273850530517
"CRISPLD2",6.4108010293483,6.43463553876098,6.34625808254469
"ARHGDIB",10.7546783160121,11.0483074908326,9.54031823886532
"RHOA",11.8113144899229,12.1239588131447,12.1757832644275
"L3MBTL2",7.78626612275476,7.64606356189153,7.78626612275476
"THSD4",3.02881834498882,3.02881834498882,3.14663591423494
"SAMD14",6.34725521053199,6.34725521053199,6.34725521053199
"MKS1",7.57165407673414,7.27777951379324,7.49251655976354
"AKT1S1",6.75412850093655,6.2809301709077,6.79115590716244
"FAM138F",5.08554553739075,5.02073799253577,4.924114449444
"FAM138A",5.08554553739075,5.02073799253577,4.924114449444
"FAM138D",5.08554553739075,5.02073799253577,4.924114449444
"FAM138E",5.08554553739075,5.02073799253577,4.924114449444
"FAM138B",5.08554553739075,5.02073799253577,4.924114449444
"FAM138C",5.08554553739075,5.02073799253577,4.924114449444
"PACS2",10.3758533941385,10.3758533941385,10.3367147609612
"ESYT2",7.79927814809756,7.79927814809756,8.09284337386114
"LRRC41",8.46250007924522,8.56903233709349,9.05174320194827
"KLF6",11.5245822612693,10.766936204662,11.087973326506
"IRGQ",8.69937897099111,7.76197140552234,8.16866942932227
"POLR2B",10.4670203098549,10.7852476675239,10.9141978415199
"LINC02877",3.49222673764716,3.72879538089166,3.49222673764716
"CYTH2",6.55025543910326,6.82971593549904,6.82971593549904
"HNRNPM",6.08941291551142,6.05605761986519,6.08755596444082
"MIR23AHG",8.98132789846115,8.28398835617774,7.9630184256601
"RBM18",7.46217220099865,7.87087510314971,7.30861167293776
"SELENOW",11.6390766262357,11.9750560948603,11.9750560948603
"PSMB8-AS1",8.32351240261213,8.8777937202169,8.16232546151041
"AKR1C1",4.34025893626103,4.42609172678521,4.42609172678521
"AKR1C2",4.34025893626103,4.42609172678521,4.42609172678521
"THUMPD3-AS1",7.71022876058567,7.65793095755394,7.4435881377434
"MICALL2",3.98788135793962,4.05388665096573,4.25375426468549
"PDHA1",11.3251645879381,11.226060586586,11.583453378225
"TOLLIP-DT",5.00794127416119,5.0361440188148,5.00794127416119
"HEXD",8.63450661983772,8.56775993107887,8.63450661983772
"LINC02941",4.60761620297423,4.60761620297423,4.35743668458546
"RNF207",7.22850400892643,7.45494497967216,7.46011015724015
"TTC28-AS1",5.10952485022382,4.95908665620489,5.10952485022382
"GLIDR",5.46057698609595,6.26212024496544,5.74388471074107
"RPS24",8.34360360498971,7.65164585180934,10.6852512677812
"ERVFRD-1",4.67860055284466,4.67860055284466,4.36395465788659
"LZTS2",7.29231669688071,7.29231669688071,7.29522499311197
"PSMD6",3.28460140130895,3.28460140130895,3.28460140130895
"PDSS2",6.51984378328146,6.84234360241105,6.94670316817287
"UBR5-DT",7.24554760770074,6.75702604580867,6.91188485165045
"CUTALP",6.05597932287685,6.41872535787723,6.15154869917663
"WWP1-AS1",5.04578861501774,6.00253081443891,5.01323943622292
"MTSS2",5.60520829653518,5.14522966886823,5.56430698215956
"DNM2",7.77093559527092,7.26568633912347,6.97081805860362
"ADAM15",9.30530252196398,9.3924951661184,9.80716957798104
"DCTN5",6.99883384647502,6.96397646684959,6.63056283626376
"ARMCX5-GPRASP2",6.91188485165045,6.79042999435575,6.9185255934205
"FRY",4.31802791712908,4.31802791712908,4.31802791712908
"TCAIM",7.97201937540565,7.82495532837743,8.31334456431395
"OS9",6.97057910188624,6.5369652089921,7.08834088931152
"AGAP2-AS1",6.97057910188624,6.5369652089921,7.08834088931152
"FAM120A",5.06182398377399,5.06182398377399,6.15154869917663
"PTCD2",7.63458312177887,7.71938514974242,8.3869379340324
"ST7-AS1",4.63632652019497,4.52736616574994,5.50321719551971
"GON4L",6.93171611121477,6.91241550909731,6.91241550909731
"EXD3",3.63005331525501,3.98923952631319,3.33466012287916
"RPUSD3",7.50315892666876,7.50315892666876,7.50315892666876
"CBX3",6.32942923952513,6.32942923952513,6.31163139205476
"MIR1915HG",8.22765624876879,7.96333795476144,8.18363272040681
"CNTNAP3",2.99298180422092,2.99298180422092,2.99298180422092
"TSGA10",5.42053819338481,5.5723509386589,5.42053819338481
"KIAA2013",7.30757543193589,6.88365499048274,7.44901566228962
"HUNK",9.27709238567562,7.71841657251391,7.63058052188801
"PRKCA-AS1",2.68557894339774,2.82951581026049,2.82951581026049
"MIR205HG",4.04382275369217,3.72879538089166,3.72879538089166
"CD55",10.6108231946452,10.5722437927092,11.187815655476
"SLC19A1",7.30815757722158,6.83259990223327,7.71022876058567
"CRTAC1",5.07262565391171,5.07262565391171,5.07262565391171
"HINT1",6.29921949623426,6.15999622305748,6.72748186680469
"FBXO28",8.8246919059506,8.8794365203318,8.78654591524955
"DCPS",7.17408808098413,6.68028338987305,7.02697850853772
"MYL12A",6.01717594843588,5.38123258287794,5.87120705749464
"LINC02593",5.05754210464151,4.98253700080902,5.13642923271306
"ASB16-AS1",6.50910797896906,6.29379901172059,6.4362386841627
"FAM151B-DT",4.84915295855749,4.84915295855749,4.84915295855749
"C17orf64",4.63632652019497,4.63632652019497,4.5222243872407
"LINC00661",4.03426143523616,4.10456510334271,4.03426143523616
"C22orf42",4.9285624855861,4.9285624855861,4.97968206200658
"CACNA1D",5.80283312862534,5.81039401009882,5.62223969024948
"DIAPH3-AS1",6.26212024496544,6.26212024496544,6.26212024496544
"EIF4A2",6.74706685842041,7.90143446476433,6.92001354420483
"SNORA4",6.74706685842041,7.90143446476433,6.92001354420483
"SNORA63",6.74706685842041,7.90143446476433,6.92001354420483
"IGFBP5",5.07262565391171,5.79419301192613,5.42053819338481
"ATP5PD",6.88365499048274,6.88365499048274,6.88365499048274
"BTBD7",7.87363100563228,7.77954531397657,8.82363090443346
"MAPK8IP2",8.0502992370942,8.0502992370942,8.0502992370942
"CSNK1A1",5.72402147799885,5.99870521197921,5.91102063716943
"PEX13",6.3113812160907,6.16283870946798,6.51078545118214
"MESP2",6.04650665105543,6.04650665105543,6.04650665105543
"NBEAL2",6.17167809174478,6.17167809174478,6.17167809174478
"GPR180",4.69392474796211,4.57559295402603,4.57559295402603
"EME2",7.48448294634085,7.48448294634085,7.48448294634085
"EOLA1-DT",3.38052900952394,3.38052900952394,3.38052900952394
"SMTN",6.32942923952513,6.32942923952513,6.30976303822542
"LINC01138",7.3494607956709,7.3494607956709,7.3494607956709
"MTMR11",9.47100752796779,9.30244730648478,8.97474900007274
"ZNF207",8.87779853225591,8.45942626931952,8.50944300922743
"HHIP",4.02477601939629,4.53348305615018,4.05388665096573
"GPR173",5.23003942368275,5.23003942368275,5.23003942368275
"LINC01089",8.22112414474803,7.899353682273,8.1480868791386
"TTN-AS1",5.35552679897246,5.02073799253577,5.02073799253577
"MIR124-1HG",7.05256222251461,7.13152745619371,7.05256222251461
"MAGEE1",5.19494043333176,5.00128805224195,5.00128805224195
"MAGOH-DT",4.09894788633461,4.09894788633461,4.22009328040663
"DNAJC7",6.71538272416002,5.56213640342286,6.10532138331166
"SIK2",5.20251490117092,5.54452757912936,5.23003942368275
"NEUROD1",4.09894788633461,4.13112281353443,4.09894788633461
"SPEN",6.7871525611242,6.55948028222023,6.81697676433114
"ZNF451",8.9339349101074,9.71266936633822,10.0451505068341
"RPP30",6.09645655472233,6.09645655472233,6.03236864352652
"PPARA",5.84101280225874,5.70616159759861,6.67295334277298
"KDM6B",7.01057111949052,6.76078798991243,7.26130636746288
"LINC00528",4.16374955204928,4.16374955204928,4.16374955204928
"FARSB",4.1847878306208,3.62378462742593,3.66449979269334
"RPAIN",4.09894788633461,4.09894788633461,4.09894788633461
"HEMK1",5.15934414439572,5.15934414439572,5.15934414439572
"UNC13C",2.99609228115649,3.11626328602204,2.99609228115649
"HOMER2",3.08326076153848,3.11635673219921,3.02881834498882
"LINC00290",3.34027405889573,3.34027405889573,3.34027405889573
"NAP1L1",6.34133650017364,6.14652516319611,5.92427726184648
"RAB11B-AS1",4.53236172662632,4.53236172662632,4.53236172662632
"GPATCH2",5.27704625048528,4.92353583924426,5.27704625048528
"RASGRF2",6.98787775004557,6.82971593549904,6.82971593549904
"ZNF778",7.06827397201906,7.06827397201906,6.91188485165045
"TEX36-AS1",3.42124417479135,3.42124417479135,3.42124417479135
"MYLK4",4.4701152551472,4.4701152551472,4.4701152551472
"DHX30",4.87032602977975,4.81955576838538,4.81955576838538
"AATK",3.95455100145121,3.98923952631319,3.95455100145121
"PPM1L-DT",3.62378462742593,3.72879538089166,3.62378462742593
"ARVCF",5.98725069746929,5.81952947267429,5.98725069746929
"ITFG1",9.6403191771132,10.362275163181,9.74553337560164
"NXPE3",4.14407266535339,4.14407266535339,4.14407266535339
"SNAI3-AS1",5.14593168968467,5.14593168968467,5.14593168968467
"GPR37L1",5.53464032633908,5.53464032633908,5.53464032633908
"ESRRB",3.62378462742593,3.62378462742593,3.62378462742593
"SAXO2",3.06514370960157,3.06514370960157,3.06514370960157
"LINC02575",4.52859588384035,4.57559295402603,4.52859588384035
"MROH2A",3.83581593951151,3.83581593951151,3.83581593951151
"LINC00847",7.22961481001093,7.80500357668656,7.22319209397165
"ANKRD65",5.75099442558652,6.04650665105543,5.6887479541074
"ANKRD36C",6.49318144765475,6.67562694036056,6.30561223292271
"ANKRD36B",6.49318144765475,6.67562694036056,6.30561223292271
"ANKRD36",6.49318144765475,6.67562694036056,6.30561223292271
"ANKRD36BP2",6.49318144765475,6.67562694036056,6.30561223292271
"STEAP4",3.72130221174122,4.31802791712908,3.52370748155409
"EMC1",8.00982561560225,7.92784742532183,8.07655200527315
"LINC02984",3.77265274271931,3.77265274271931,3.71698008513253
"HSPA4L",4.03426143523616,4.79533197280826,6.67598035478117
"RGS9BP",4.36264594218102,4.27325692183616,4.36264594218102
"C10orf90",4.14407266535339,4.14407266535339,4.14407266535339
"ZNF814",3.66686909794624,3.66686909794624,3.63423648029108
"LINC00408",5.85306118128388,5.85306118128388,5.85306118128388
"CLEC2B",4.67860055284466,4.67860055284466,4.67860055284466
"AIG1",3.32421153736467,3.38238010085981,3.32421153736467
"BTG3-AS1",4.52655039553685,4.31802791712908,4.31802791712908
"EIF5-DT",3.11626328602204,3.59206144041495,4.39474536227905
"TBILA",4.37599419716962,4.31802791712908,4.09894788633461
"SEPTIN7P9",4.77876619263709,4.77876619263709,4.77876619263709
"ZNF783",4.42609172678521,4.42609172678521,4.42609172678521
"VCPIP1",6.17167809174478,6.17167809174478,6.17167809174478
"URI1",4.09894788633461,4.09894788633461,4.14356591138656
