"","S1.CEL.gz","S2.CEL.gz","S3.CEL.gz"
"DDR1",10.9341668083962,11.209558158694,11.539273105065
"RFC2",8.63284911082415,8.63284911082415,8.48920837818131
"HSPA6",6.26356697164827,6.61401573113432,6.33845294435524
"HSPA7",6.26356697164827,6.61401573113432,6.33845294435524
"PAX8",8.56443474483581,8.66122117411673,8.4360666495656
"GUCA1A",3.45032845653891,3.45032845653891,3.45032845653891
"",3.45032845653891,3.45032845653891,3.45032845653891
"MIR5193",7.60266807855649,8.05032869882616,7.55389909686575
"UBA7",7.60266807855649,8.05032869882616,7.55389909686575
"THRA",5.74133542848176,5.55269484985345,5.63524394632779
"PTPN21",5.1655344773568,5.1655344773568,5.45038485473655
"CCL5",8.68413790892579,7.69759080289126,6.59388809268272
"CYP2E1",3.71976092033278,3.71976092033278,3.71976092033278
"EPHB3",8.78649851286602,8.65257658345912,8.65257658345912
"ESRRAP1",9.82084174335183,9.17992570316601,9.73812179938874
"ESRRA",9.82084174335183,9.17992570316601,9.73812179938874
"CYP2A6",6.70870885072392,6.70870885072392,6.70870885072392
"CYP2A7",6.70870885072392,6.70870885072392,6.70870885072392
"SCARB1",10.4075998941805,9.07624224853512,10.5418221024207
"TTLL12",10.2846946901948,9.63253990180093,10.4253687710643
"MIR4435-2HG",5.19494043333176,5.19494043333176,5.19494043333176
"WFDC2",4.98253700080902,4.98253700080902,4.98253700080902
"MAPK1",7.74448220059826,7.13868394234036,7.84391768369274
"ADAM32",6.64505030975067,4.50000664703692,5.03524287463591
"SPATA17",3.77265274271931,3.77265274271931,3.77265274271931
"PRR22",5.82814405556138,5.82814405556138,5.82814405556138
"PXK",7.57796045933396,7.56032873511075,7.42231503562975
"VPS18",6.13053839260957,6.46624002193248,6.12954599591521
"MSANTD3",8.18693692499781,7.74738499241317,8.77998198521603
"SLC46A1",5.80283312862534,5.12076977492715,7.31966727771917
"TIMD4",4.57559295402603,4.42769039521489,4.3673692328563
"SLC39A5",9.4806208443524,9.18571828467702,9.39364375398119
"ZDHHC11B",4.31802791712908,4.31802791712908,4.31802791712908
"ZDHHC11",4.31802791712908,4.31802791712908,4.31802791712908
"ATP6V1E2",5.85306118128388,5.85306118128388,5.90672889512163
"AFG3L1P",6.83011324801078,7.34522258467948,6.98203674927086
"CILP2",4.31802791712908,4.31802791712908,4.31802791712908
"PIGX",7.13013598533268,6.65847993494696,6.48076933461221
"TMEM196",5.27704625048528,5.10952485022382,5.27704625048528
"SLC39A13",7.80182649632162,7.26130636746288,8.02109273738006
"BEST4",4.31802791712908,4.31802791712908,4.25375426468549
"AK9",5.57573994752847,6.54560048426751,6.2073562100532
"CORO6",5.23003942368275,5.23003942368275,5.23003942368275
"TMEM106A",4.16374955204928,4.16374955204928,4.16374955204928
"ALG10",4.60761620297423,4.31749803168456,5.12541368382184
"TTC39C",5.92407184881558,5.46651371033454,5.66005583435442
"NEXN",5.78114383848825,6.52486070762475,6.70158786579521
"C15orf40",7.47640434731249,7.56287430107577,7.76192411009631
"RAX2",6.77610015207944,6.61592841721567,6.61592841721567
"MFAP3",7.07056246641032,7.82786102665982,7.5005056858113
"EYA3",4.48605703959706,4.38187365861226,4.38187365861226
"GIMAP1",6.64505030975067,7.07265400224244,6.38801528358479
"KLK8",4.52570987297456,4.37172760960656,4.7205212099521
"CCDC65",3.07745896945028,3.06514370960157,2.87561307454693
"PABIR3",3.45770670150912,3.45770670150912,3.34027405889573
"CFAP53",3.02881834498882,3.02881834498882,3.02881834498882
"ARMCX4",3.47941273828648,4.22191811554442,3.42124417479135
"RBBP6",6.92381628917276,7.48448294634085,7.52282934909666
"CENPBD1P",5.80283312862534,5.89821350541874,5.89821350541874
"TRIOBP",8.17967822743057,8.0611432439171,8.0611432439171
"CATSPER1",5.7961242960061,5.63196858002377,5.7961242960061
"HOXD4",5.27496326266122,5.87837710835678,5.35593337855683
"GSC",5.56430698215956,5.56430698215956,5.56430698215956
"SP7",5.35593337855683,5.35593337855683,5.35593337855683
"PDE7A",5.23003942368275,5.23003942368275,5.23003942368275
"CNOT7",6.61415002709026,6.50910797896906,5.79688393938222
"CRYZL1",7.96433776987379,8.1007888194078,7.41009341733225
"PRSS33",9.56811344612377,10.3338162067629,9.0560527553812
"CBARP",5.78553857563892,5.48079644818854,5.59954956465936
"MCMDC2",3.34935384667241,3.52117004455345,3.52117004455345
"TIRAP",6.37068755202533,6.3960362575113,6.04655703340392
"LEAP2",6.34133650017364,6.64984733047441,6.12497550971193
"MSI2",6.834518140416,6.4367058308114,8.0611432439171
"SCIN",4.73295011926444,7.32451909753978,5.31085616382543
"CTCFL",3.54971056841499,3.51707795075982,3.54971056841499
"C4orf33",7.23308166277341,8.17084757657713,7.32867011422912
"ZNF333",4.16374955204928,4.16374955204928,4.16374955204928
"TVP23C",7.22293959543012,7.20048470711498,7.20048470711498
"RDH10",6.76486448575024,6.61599637045686,6.81546299127922
"SRSF12",3.28460140130895,3.28460140130895,3.28460140130895
"GARIN4",7.03822137073553,6.78647808713972,7.13013598533268
"GAPT",4.063575220314,5.06968867023178,3.62378462742593
"SCUBE1",6.17167809174478,6.17167809174478,6.09118376184195
"ERICH5",3.77265274271931,3.77265274271931,3.77265274271931
"CCDC185",3.62378462742593,3.62378462742593,4.15385495203842
"ENTHD1",3.34027405889573,3.34027405889573,3.67945728501271
"TSSK3",7.84643966527073,7.96626200908769,7.96626200908769
"EPPIN",5.56430698215956,5.54028975907361,5.56430698215956
"HSPD1P21",5.56430698215956,5.54028975907361,5.56430698215956
"WFDC6",5.56430698215956,5.54028975907361,5.56430698215956
"CLEC12A",5.77573443686657,6.26858194225535,5.23003942368275
"BRF1",3.94436708306396,3.94436708306396,4.38902454388778
"TMEM266",5.53464032633908,5.8489126475751,5.45302277889916
"BACH1",3.98923952631319,3.98923952631319,3.98923952631319
"CALML6",4.8890807980708,4.8091375152446,4.8890807980708
"NLRP5",4.4356664295661,4.42609172678521,4.4356664295661
"ODF4",3.58107680826771,3.62378462742593,3.526594727453
"CLEC4F",5.31085616382543,5.31085616382543,5.31085616382543
"DEFB106B",7.17801454507621,6.79869633445375,6.64505030975067
"DEFB106A",7.17801454507621,6.79869633445375,6.64505030975067
"WFDC9",5.10952485022382,4.3370788794401,4.57559295402603
"NEDD1",6.16134951629345,6.50910797896906,6.79517495557245
"TTLL10",5.72400552622154,5.46303526146484,5.46303526146484
"CALR3",3.910821043344,3.910821043344,3.910821043344
"ZNF22-AS1",5.46303526146484,5.46303526146484,5.46303526146484
"ETV3",6.99717342455035,6.99717342455035,6.76323028262831
"KLHL10",3.58107680826771,3.59713932979877,3.58107680826771
"TM2D3",8.99270083223835,9.62139514421205,9.30244730648478
"ZNF485",4.55315914222545,4.11241935922519,5.10952485022382
"WDR17",3.11626328602204,3.11626328602204,3.15424225248173
"MFSD6L",6.4108010293483,6.35262936813139,6.4108010293483
"CDH23",5.31164651588927,5.42053819338481,5.42053819338481
"ANKAR",3.68526018925251,3.73889648888908,3.68526018925251
"MEGF11",3.08960534731269,2.98839670257835,2.98839670257835
"GPR182",3.85094261570544,3.74142304780367,3.72879538089166
"ESX1",3.94436708306396,3.94436708306396,3.94436708306396
"FAM167A-AS1",3.88027917186816,3.88027917186816,3.88027917186816
"SCGB1C2",3.83581593951151,3.83581593951151,3.83581593951151
"SCGB1C1",3.83581593951151,3.83581593951151,3.83581593951151
"DNAJC5G",6.23220460867949,6.06811446398043,6.06811446398043
"WDR88",4.67860055284466,4.67860055284466,4.7205212099521
"PRUNE2",6.3113812160907,6.20590319583323,6.08926018712405
"MBD3L2B",5.35470298181484,5.15934414439572,5.15934414439572
"MBD3L4",5.35470298181484,5.15934414439572,5.15934414439572
"MBD3L5",5.35470298181484,5.15934414439572,5.15934414439572
"MBD3L2",5.35470298181484,5.15934414439572,5.15934414439572
"MBD3L3",5.35470298181484,5.15934414439572,5.15934414439572
"ADAMTSL1",3.88027917186816,3.88027917186816,3.92534040723704
"MBD3L1",3.88027917186816,3.88027917186816,3.86113592550272
"TENT5D",3.42124417479135,3.47852403363958,3.42124417479135
"SERPINB11",3.67141634477836,3.52117004455345,3.52117004455345
"LINC00161",3.11626328602204,3.11626328602204,3.11626328602204
"DSCR10",6.76043561916604,6.76043561916604,6.76043561916604
"ABHD11",6.63056283626376,6.35443472125306,6.99639176644773
"ACAP2",6.77495405667175,7.381538311271,7.381538311271
"GAMT",8.45840441364894,8.44217948422035,8.45840441364894
"PLCD3",7.93439524234109,7.83008833754352,8.22279231306045
"IRF6",8.78163116726322,8.83186997295627,9.06916089240253
"PTPRC",3.04128796926729,3.15375258581332,3.04128796926729
"MAN1A2",5.30009366101711,5.8403575883025,6.08941291551142
"RAPH1",4.84915295855749,5.18284388659632,4.77256536301063
"SMCR8",7.61531915870423,7.61531915870423,7.61531915870423
"LACTB",5.7683252682473,5.40446184278571,6.3887654134994
"BNC1",3.24546959636444,3.24546959636444,3.37205743903589
"MPP4",3.24546959636444,3.24546959636444,3.24546959636444
"AFG1L",4.19649542424988,4.20876453353852,4.31765621103405
"IDI2",5.56430698215956,5.56430698215956,5.56430698215956
"CYP11B1",4.41782803179444,4.41782803179444,4.42609172678521
"TAF8",4.60761620297423,4.60761620297423,4.60761620297423
"COBL",6.71538272416002,6.70158786579521,7.43447478933361
"SLAMF6",6.91188485165045,7.41009341733225,6.38241994202438
"ZSCAN20",5.10952485022382,5.10952485022382,5.10952485022382
"GPBAR1",6.23684695771245,6.23684695771245,6.23684695771245
"RHBDL2",5.93395295555476,7.34650897921405,7.24103128033522
"FRAS1",5.07262565391171,5.07262565391171,5.07262565391171
"BRSK1",7.75014634839935,7.82378695200551,7.71710149478993
"CRB2",5.24302072925104,5.53464032633908,5.61860291833829
"KCNE4",5.23003942368275,5.23003942368275,5.23003942368275
"CD300LG",3.46727752613839,3.42124417479135,3.42124417479135
"SLC34A3",9.65359055575093,9.65359055575093,9.65359055575093
"CPA6",3.68807457889592,3.77265274271931,4.1219170473026
"WBP2NL",3.77265274271931,3.77265274271931,3.77265274271931
"HIPK1",4.09790244357068,3.90975234735477,3.88027917186816
"MTBP",4.75119946308452,4.75119946308452,5.01769211980512
"ACVR1C",7.25832913242439,7.26537277163529,6.79115590716244
"TMEM74",3.94436708306396,3.94436708306396,4.01983534931492
"TIGD4",3.43808790707128,3.30618610560941,3.39002678633925
"ART5",6.94348532411032,6.94348532411032,6.94348532411032
"GARIN6",5.19494043333176,5.19494043333176,5.19494043333176
"LINC01547",6.88365499048274,6.94106418598676,6.77171292381499
"NLRP11",4.4701152551472,4.4701152551472,4.52282112897409
"ATP6V1C2",4.05388665096573,4.16374955204928,3.90501853567235
"CLDN19",6.2807883626659,6.2807883626659,6.2807883626659
"VTI1A",5.19494043333176,5.18167796513931,4.9751732423963
"KIF6",4.16374955204928,4.16374955204928,4.16374955204928
"IQCD",5.31085616382543,5.36725557047692,5.31085616382543
"TAGAP",7.08035361748659,7.26130636746288,6.82790035643901
"STON2",4.31802791712908,4.31802791712908,4.31802791712908
"SERPINA12",4.49546253031421,4.53236172662632,4.21617238035601
"LETM2",4.57559295402603,4.53926758941328,4.57559295402603
"BSND",4.02139010231545,3.98923952631319,3.98923952631319
"CLEC4C",3.62378462742593,3.62378462742593,3.62378462742593
"NLRC4",4.98253700080902,5.47097009447121,4.84514597947506
"PRSS36",6.48246495136108,6.48246495136108,6.58119288078526
"ZDHHC15",3.98923952631319,3.98923952631319,3.98923952631319
"RAI1",7.43253742162967,7.1595235697103,7.31273283807311
"CDK15",4.94473283030057,4.41965706532238,4.77876619263709
"ZNF570",4.62134307159507,4.4888630865034,3.98923952631319
"NUDT9P1",3.3717713105954,3.58107680826771,3.35070706124104
"BTBD16",5.10581780170349,5.90976549860103,4.62758921999168
"RTP3",4.37636717542674,4.65187982839507,4.4701152551472
"TSPEAR",4.62128251840459,4.62128251840459,4.4701152551472
"MIPOL1",2.87554916160753,3.19323645433366,2.93664266327679
"C6orf141",7.09862415280353,6.17167809174478,6.66402979130941
"ALMS1",4.42609172678521,4.42609172678521,4.42609172678521
"ALMS1P1",4.42609172678521,4.42609172678521,4.42609172678521
"MYO3B",3.72879538089166,3.13924009761045,3.20813802414393
"ADAM21",4.27329722426158,4.27329722426158,4.31732075262356
"TRIML2",4.63632652019497,4.63632652019497,4.63632652019497
"ABCC13",4.63632652019497,4.80791155417326,4.57039446285155
"IL12RB1",6.70158786579521,6.41647502681252,6.29406142272132
"GTF2A1L",3.25558300839895,3.24546959636444,3.25558300839895
"TRPV3",6.26422529187975,6.21760194879434,6.21760194879434
"SPATA22",6.26422529187975,6.21760194879434,6.21760194879434
"CNBD1",3.62378462742593,3.52785701921094,3.62378462742593
"ABCC12",3.28460140130895,3.28460140130895,3.19173155227301
"MMP21",3.24546959636444,3.24546959636444,3.24546959636444
"TMEM190",6.17167809174478,6.17167809174478,6.17167809174478
"GAS2L2",6.19153478828986,6.19153478828986,6.19153478828986
"KCNG4",5.07262565391171,5.07262565391171,5.07262565391171
"PXT1",3.62378462742593,3.62378462742593,3.62378462742593
"CACNG5",5.07262565391171,4.9285624855861,5.07262565391171
"LINC00308",4.63632652019497,4.63632652019497,4.63632652019497
"FAM223A",4.70967898801228,4.8618564099712,4.73944280588001
"FAM223B",4.70967898801228,4.8618564099712,4.73944280588001
"WFDC11",5.35593337855683,5.30481380213635,5.30481380213635
"IFNL3",4.50294059562457,4.50294059562457,4.50294059562457
"IFNL2",4.50294059562457,4.50294059562457,4.50294059562457
"JAK1",9.20477358916729,10.1216122823029,9.31476737290493
"CDC42SE2",8.72960055183503,8.86959218914182,8.84651135581972
"ACACB",8.77175425566019,8.71223853705926,8.71223853705926
"COP1",9.43341045108627,8.97792676893324,9.59754173758273
"STX6",8.21921204378107,8.21921204378107,8.50944300922743
"ANLN",8.88289610107103,9.03548497686673,9.41015688436776
"SPRR4",7.65804236726253,7.6870802693363,7.38862747464933
"POLR2J3",9.09649413611468,8.88843355459677,8.36709065477524
"POLR2J2",9.09649413611468,8.88843355459677,8.36709065477524
"PMS2P4",9.09649413611468,8.88843355459677,8.36709065477524
"PMS2P3",9.09649413611468,8.88843355459677,8.36709065477524
"HSH2D",7.32267446980137,7.17560363855085,7.73636216688348
"TRNT1",8.18514153742234,8.08258975219722,8.38298017056364
"TMEM163",5.01054067586651,4.9285624855861,5.04664762659252
"ARHGAP5",6.33873677306873,7.76639216981046,7.48448294634085
"HERPUD2",9.06720881043081,9.32211472481917,9.4047052561272
"JMJD6",4.31802791712908,4.07167156233081,4.31802791712908
"SRCAP",5.85366080887113,5.88054018043743,6.70158786579521
"MAP3K6",5.80283312862534,6.34725521053199,6.4111126394974
"ARSG",5.15934414439572,4.8310249813793,5.15934414439572
"ZNF101",5.67885969670143,5.67885969670143,5.67885969670143
"PTPN11",4.53236172662632,4.53236172662632,4.53236172662632
"KLHDC7B",6.29921949623426,5.95004078063127,5.8366319863554
"ATAD3A",7.46781228420885,7.11633838497954,8.10934061932494
"ATAD3B",7.46781228420885,7.11633838497954,8.10934061932494
"ZNF626",5.6705543422505,5.90976549860103,5.90976549860103
"PHC3",5.80815743947472,5.80815743947472,5.90976549860103
"IL11RA",6.24954352878026,6.17162725280847,6.17162725280847
"TNFRSF10A",7.68006266909812,7.63676588194092,7.67127374231896
"RFFL",6.23684695771245,6.23684695771245,6.37293648204794
"HPS4",5.98414970348389,5.7683252682473,5.69367976794083
"UHMK1",7.24554760770074,7.5341975890449,7.23897867056847
"TXNDC2",5.93341628510291,5.93341628510291,5.93341628510291
"NAV3",3.58107680826771,3.58107680826771,3.58107680826771
"C5orf22",7.74676481230828,8.49724243551372,7.40158607315237
"PCDHGB7",2.87554916160753,2.87554916160753,2.95357648062646
"ERC1",7.52590340746409,8.14037963283696,7.58056859866062
"FLCN",5.67885969670143,5.67885969670143,5.67885969670143
"JMJD1C-AS1",5.04578861501774,4.87775439106212,5.15063400928847
"LRRC7",3.21012264357928,3.19173155227301,3.21012264357928
"SH2D3C",6.27631681596935,6.28696015797593,6.28696015797593
"PPP1R3B",6.65224643231785,7.15396874826367,6.20434890437161
"SLC9A7",5.04578861501774,5.04578861501774,5.32091896431191
"IGSF3",5.4938749702257,5.6104490598887,5.4938749702257
"RFX6",3.72879538089166,3.72879538089166,3.72879538089166
"DIRC1",2.96772484331956,3.03187208182019,2.96772484331956
"DNAJB7",2.99941512128567,3.06514370960157,3.38498715602385
"UCN3",6.84986717022441,6.76486448575024,6.59394457309969
"DIP2A",6.14476802637863,6.14476802637863,6.14476802637863
"USP28",7.19721142083914,7.6601704581934,7.40771674959906
"KNL1",4.68363330132209,5.77335801672473,5.82814405556138
"SENP8",5.33708030289597,5.88768611482017,5.31085616382543
"GRHL1",5.52676114531319,5.62418001159519,6.06092908296379
"CNBD2",5.98725069746929,6.06811446398043,5.80226597099357
"CASKIN1",6.84542129850312,6.82971593549904,6.82971593549904
"CACNA2D4",5.02909046227256,5.07262565391171,5.33306979933324
"ARL11",6.1491947486112,5.70616159759861,5.19467598608629
"SLC2A13",3.18848907607523,3.47941273828648,3.47941273828648
"NIPA1",5.46303526146484,5.93408787673309,6.14965957890539
"TUBA3FP",6.71538272416002,6.67740375770033,6.54579740406181
"CARD16",8.8326358499469,9.30473035525125,7.63222715299222
"CASP1",8.51494738076206,8.83736343178727,6.93758879586324
"DUSP19",3.40963964109338,3.59776648408399,3.38052900952394
"CYB5D1",7.50675664585924,7.24871316055358,7.41384450939529
"NMNAT2",6.12944682970801,5.62223969024948,5.62223969024948
"SLC4A1",3.77265274271931,3.77265274271931,3.77265274271931
"CREG2",3.71188407943548,3.66686909794624,3.63265969627474
"RXFP1",3.52785701921094,3.62378462742593,3.62378462742593
"SPEF2",5.31085616382543,5.31085616382543,5.31085616382543
"CEP170P1",4.32974549204265,4.42609172678521,4.31525801855573
"CEP170",4.32974549204265,4.42609172678521,4.31525801855573
"DTD1",6.00232806943872,5.76575942619422,6.18864022879475
"GOLM2",5.71534331091905,5.71534331091905,5.71534331091905
"FGF1",3.5553302087776,3.42124417479135,3.42124417479135
"ARPP21",3.15375258581332,3.11954318414182,3.15375258581332
"RHOXF1",5.54172695744158,5.7683252682473,5.66666119826607
"ADAMTS17",4.55743517105535,4.61852867272461,4.61852867272461
"SNORA17B",6.74000622340742,6.50910797896906,6.63084748098319
"SNORA17A",6.74000622340742,6.50910797896906,6.63084748098319
"SNHG7",6.74000622340742,6.50910797896906,6.63084748098319
"DHH",4.45254029435323,4.36264594218102,4.36264594218102
"ABRA",3.62378462742593,3.62378462742593,3.8382084292601
"KLHDC1",3.97096354027965,4.33682909079861,4.14407266535339
"RICTOR",3.88027917186816,3.86132289105533,3.7059377447328
"NETO1",3.88027917186816,3.88027917186816,3.88027917186816
"WWP2",5.99634509542042,6.89985391482662,5.86215557923502
"ST7L",5.07704202966907,5.31085616382543,4.64552174099643
"C2orf15",5.64253433208868,5.4254262149462,5.67885969670142
"KCNH8",6.13795622716902,5.75964119610753,5.10844472533935
"MCF2L",5.16527257828164,5.19494043333176,5.16527257828164
"SLCO6A1",4.42609172678521,4.48426029028035,4.42609172678521
"PP2D1",3.38052900952394,3.38052900952394,3.38052900952394
"KLC3",8.5907830680396,8.48951134734488,8.48951134734488
"CIB3",3.99292116916344,3.99292116916344,3.77265274271931
"CADM2",3.88027917186816,3.75107286152576,3.88027917186816
"DOCK8-AS1",3.72879538089166,3.72879538089166,3.72879538089166
"HDAC9",3.77265274271931,3.77265274271931,3.77265274271931
"SLC16A11",5.7683252682473,5.7683252682473,5.7683252682473
"TMEM67",3.06514370960157,3.11626328602204,3.11626328602204
"HS6ST2",6.89194814708316,3.83581593951151,4.04922601343342
"CAMKK1",5.82814405556138,5.92778107803181,5.4720435903716
"ZNF625",4.73985952977278,4.7205212099521,4.7205212099521
"ZNF563",4.39609534685766,4.39609534685766,4.07079639671415
"CLEC4D",4.49066050862787,4.32774730134368,4.31802791712908
"SLC25A27",4.61852867272461,4.61852867272461,4.61852867272461
"GPRC6A",6.05376119058615,6.14011167434419,6.04483493035356
"RAET1E",4.31802791712908,4.38282958284375,4.31802791712908
"SLC44A5",4.9154056606359,4.11300703309824,4.73774868671495
"ZNF417",3.16036531242029,3.19173155227301,3.31501303407414
"ZNF781",3.20682037295717,3.29142812524108,3.01973872070468
"HELB",5.85306118128388,5.85306118128388,5.95735341538034
"SEC62",6.00232806943872,5.82970830648872,5.2451235946969
"TRDN",3.24546959636444,3.24546959636444,3.24546959636444
"SOCS4",5.20019896489407,5.96443068979756,6.35456629881544
"LINC02904",4.84915295855749,4.94582140258248,4.90801801271945
"ZNF547",4.03426143523616,3.80114984986039,3.88027917186816
"SIM1",4.33706893192692,4.50430931614813,4.20876453353852
"PROM2",5.54866237160743,8.25934843547255,6.65462845372113
"TLR4",6.56096196936921,8.11957302477346,7.62416866385778
"TSNARE1",5.19494043333176,5.19494043333176,5.19494043333176
"CAPN13",4.25375426468549,4.25375426468549,4.25375426468549
"STMN1",3.68526018925251,3.68526018925251,3.68526018925251
"SIGLEC10",5.80283312862534,6.13095118903154,5.56430698215956
"RFX4",3.68526018925251,3.88027917186816,3.52366262808029
"WFIKKN1",7.19721142083914,7.19721142083914,7.19721142083914
"SENP1",6.51839710286612,6.98203674927086,6.56862515552466
"KLF14",6.70365302047174,6.58119288078526,6.58119288078526
"NXNL2",3.85080199727114,3.85080199727114,3.68526018925251
"BRS3",3.83581593951151,3.74525885257638,3.74525885257638
"TMX3",3.06514370960157,3.06514370960157,3.06514370960157
"ZNF396",3.44275156158426,3.72879538089166,3.52117004455345
"SLC26A7",2.90975856327903,2.90975856327903,2.90975856327903
"SNX18",4.98253700080902,5.02007277851958,5.02007277851958
"FBXO39",4.4888630865034,4.4888630865034,4.4888630865034
"B3GNT6",6.44983071825414,7.34643279094488,6.22065563673004
"DENND1B",3.94436708306396,4.20939820610819,3.94436708306396
"ZNF619",6.61592841721567,6.61592841721567,6.70413107910845
"GARIN2",4.20457916372758,4.20457916372758,4.14407266535339
"BCL2L14",4.09894788633461,4.05388665096573,4.09894788633461
"HS6ST3",4.84915295855749,4.84915295855749,4.84915295855749
"SLC26A1",3.62378462742593,3.62378462742593,3.62378462742593
"CLDN15",7.11698783924805,6.64418576770573,7.27379059950062
"RAB42P1",7.69638428406135,7.7033231291591,7.9117464929066
"RAB42",7.69638428406135,7.7033231291591,7.9117464929066
"PTCHD1",4.05388665096573,4.05388665096573,3.96649409749893
"M1AP",3.52453751730526,3.47941273828648,3.47941273828648
"ZSCAN4",3.69089345547161,3.58107680826771,3.58107680826771
"VWA5B1",4.31802791712908,4.31802791712908,4.25333604894396
"LINC00311",4.14407266535339,4.14407266535339,4.14407266535339
"HTR6",4.71443930922158,4.57559295402603,4.57559295402603
"MAGEB6",2.944447088141,2.944447088141,3.47332695477528
"ELOA3DP",4.31802791712908,4.31802791712908,4.31802791712908
"ELOA3CP",4.31802791712908,4.31802791712908,4.31802791712908
"ELOA3P",4.31802791712908,4.31802791712908,4.31802791712908
"ELOA3BP",4.31802791712908,4.31802791712908,4.31802791712908
"RUSC1-AS1",5.00794127416119,5.03593311087534,5.00794127416119
"CACNG6",7.96612166243413,8.03363462485617,7.81003256615213
"LMNTD1",6.50910797896906,6.50910797896906,6.25584093327309
"CIRBP-AS1",6.62110455599294,6.43209092467696,6.64505030975067
"AXDND1",6.28257888372186,6.74706685842041,7.25187178277361
"ASMTL-AS1",5.35593337855683,5.18296437845049,5.31849777624456
"CD200R1",3.83581593951151,4.01300952294091,3.83581593951151
"LINC00334",3.42124417479135,3.42124417479135,3.42124417479135
"ATOH7",3.31959623365593,3.51615819827708,3.62378462742593
"CRYZL2P-SEC16B",5.35644289264325,5.31085616382543,5.78896588054232
"SEC16B",5.35644289264325,5.31085616382543,5.78896588054232
"AMER1",5.05095461120608,5.23003942368275,5.73238933149703
"NKX6-3",5.35593337855683,5.35593337855683,5.35593337855683
"TBATA",6.25584093327309,6.25584093327309,6.25584093327309
"EXOC3L2",8.65134880208158,8.65134880208158,8.58536098284152
"CABP4",4.67860055284466,4.67860055284466,4.67860055284466
"TNFRSF13C",6.48246495136108,6.48246495136108,6.48246495136108
"CAMK2N2",5.62411210010183,5.62411210010183,5.56430698215956
"ANKRD30BL",3.88027917186816,3.67455447935543,3.96285631486693
"KCNG3",3.98923952631319,4.18978732505696,3.94070481023328
"FOXP2",4.84915295855749,4.9110792415029,4.80034391951604
"B4GALNT2",5.04578861501774,5.69204300556229,4.63051133055601
"FMR1NB",3.16544602638917,3.16544602638917,3.28460140130895
"GCSAML",3.34027405889573,3.41805508724751,3.34027405889573
"SIGLEC11",4.31802791712908,4.31802791712908,4.31802791712908
"IL23R",3.42124417479135,3.51036262724602,3.47941273828648
"MAGEB18",3.02881834498882,2.96935525315802,3.02881834498882
"CD276",6.29212125914005,6.34455709729397,6.54560048426751
"IFNL1",5.14662714550808,4.80439073227477,4.98253700080902
"C4orf36",4.29881550005437,4.36266124153755,4.25375426468549
"FIGNL1",7.39298126041099,7.69406389952561,7.76812656634354
"RIMS1",3.11626328602204,3.11626328602204,3.11626328602204
"PITPNM2",5.065610435785,5.02073799253577,5.02073799253577
"PCDH10",4.50294059562457,4.68551195989518,4.50294059562457
"TAB3",5.36875837163919,6.09645655472233,5.5326184811823
"GRK7",3.58107680826771,3.58107680826771,3.58107680826771
"MMEL1",7.54759798627429,7.7598846136472,8.90797546521993
"PDE8A",6.85486170002791,7.76857856186039,7.13460570278133
"NLRP6",4.27329722426158,4.27329722426158,4.2176245666748
"AKNAD1",3.3093209715652,3.11626328602204,3.00979633436868
"RTL3",5.59350538050104,5.70805809504291,5.36115800520757
"ATRIP",6.74706685842041,6.34131573183653,6.76068805956889
"ZIC5",4.09894788633461,4.09894788633461,4.05933775027889
"ANGPT1",3.07487094083077,2.76378722194459,2.95640553265142
"TEDDM1",3.8520315312944,3.77265274271931,3.77265274271931
"TRIM67-AS1",5.02073799253577,5.02073799253577,5.02073799253577
"GABRG1",3.19173155227301,3.19173155227301,3.15375258581332
"PANX2",9.18177210655792,9.18177210655792,9.18177210655792
"ZNF114",4.63836820305449,4.38187365861226,4.87990495863775
"CCDC27",5.04578861501774,4.9878223349772,4.9878223349772
"CFAP161",3.42124417479135,3.42124417479135,3.42124417479135
"NEUROD2",5.86098436284063,5.74204427380603,5.77953357359731
"LINC02899",4.38187365861226,4.38187365861226,4.38187365861226
"LINC00208",5.46303526146484,5.19494043333176,5.04693772788722
"DNAH6",3.34027405889573,3.34027405889573,3.40343725568793
"LRRC15",4.20876453353852,4.13089909650304,4.20876453353852
"CFAP46",5.74204427380603,5.74204427380603,5.74204427380603
"B3GNT7",4.67860055284466,4.67860055284466,4.67860055284466
"CBLL2",4.09894788633461,4.09894788633461,4.09894788633461
"ZMYM6",4.4888630865034,4.4888630865034,4.5500604406469
"SGCZ",3.62378462742593,3.62378462742593,3.6546243361868
"LINC02551",3.11626328602204,3.0269145681026,3.11626328602204
"WNT9B",5.10952485022382,5.10952485022382,5.10952485022382
"CNPY3",7.91736887904167,7.65189968461899,9.16685157606682
"SCAMP1",8.76960392762991,8.85906949917579,8.91114067147732
"LINC00471",3.06514370960157,3.06514370960157,3.06514370960157
"HAS3",4.7205212099521,4.7205212099521,4.7205212099521
"FGF4",4.27329722426158,4.2099064612063,4.15194018116576
"SLC30A8",4.61852867272461,4.61852867272461,4.61852867272461
"C11orf65",3.38052900952394,3.33981384425653,3.38052900952394
"GARIN5B",3.83581593951151,3.83581593951151,3.83581593951151
"OR5P2",4.31802791712908,4.31802791712908,4.31802791712908
"DYDC1",3.15375258581332,3.15375258581332,3.15375258581332
"IL27",7.26130636746288,7.13136435297223,6.83680242278453
"IQCF1",5.78553857563892,5.78553857563892,5.7901441581961
